rollout/ep_rew_mean,train/value_loss,train/approx_kl,train/std,time/fps,train/n_updates,train/entropy_loss,time/total_timesteps,train/clip_range,train/loss,time/time_elapsed,time/iterations,rollout/ep_len_mean,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction
-18.19207635,0.41358412336558104,0.019498058,0.13474906980991364,2895,90,3.5105362638831137,20480,0.2,0.14803393185138702,7,10,1000.0,3e-05,0.07756549119949341,-0.041702390831778756,0.22763671875
56.33090500000001,7.655691071599722,0.026601575,0.13425545394420624,2795,190,3.5311748340725897,40960,0.2,3.6639997959136963,14,20,1000.0,3e-05,0.33880579471588135,-0.04400272561761085,0.2685546875
106.98016581967211,9.348124526441097,0.02759088,0.1336735039949417,59,290,3.5589551016688348,61440,0.2,4.000102519989014,1028,30,1000.0,3e-05,0.8467997908592224,-0.04039147854782641,0.273193359375
149.53918845679013,5.157830017805099,0.04214134,0.1327492743730545,79,390,3.6011095210909843,81920,0.2,1.675593614578247,1035,40,1000.0,3e-05,0.5522400140762329,-0.04172101505100727,0.385107421875
221.10948471,21.368796092271804,0.03782607,0.1322541981935501,98,490,3.6229335591197014,102400,0.2,13.50394058227539,1043,50,1000.0,3e-05,0.4460451006889343,-0.037789456645259636,0.36240234375
341.41623899000007,27.647257268428802,0.049871225,0.13155429065227509,116,590,3.655005158483982,122880,0.2,9.100579261779785,1050,60,1000.0,3e-05,0.5277615785598755,-0.04046936329687014,0.382568359375
440.75266339,21.764624965190887,0.051472127,0.13110777735710144,135,690,3.675951237976551,143360,0.2,7.345475196838379,1058,70,1000.0,3e-05,0.320614218711853,-0.03573336011322681,0.416455078125
538.31559887,32.005399751663205,0.046209883,0.1304708868265152,153,790,3.7051032066345213,163840,0.2,13.76508903503418,1065,80,1000.0,3e-05,0.4688509702682495,-0.040484939570887946,0.38369140625
627.1726490899999,37.77042429447174,0.049545072,0.13019295036792755,109,890,3.717971497774124,184320,0.2,16.281770706176758,1686,90,1000.0,3e-05,0.6319175362586975,-0.03353700182342436,0.423193359375
688.39018465,35.945066606998445,0.043967422,0.12947708368301392,120,990,3.7492247000336647,204800,0.2,16.1920223236084,1693,100,1000.0,3e-05,0.5361580848693848,-0.03655452898528892,0.39765625
756.1887103400001,30.136709982156752,0.05608227,0.12913672626018524,132,1090,3.7694196835160256,225280,0.2,19.211387634277344,1700,110,1000.0,3e-05,0.5202329754829407,-0.03916260291589424,0.454638671875
813.67144519,43.40501312017441,0.056354336,0.1286306530237198,143,1190,3.7888143584132195,245760,0.2,21.872650146484375,1707,120,1000.0,3e-05,0.631633460521698,-0.04174902736704098,0.444921875
863.53453806,43.42255126237869,0.048557587,0.12814070284366608,155,1290,3.808456206321716,266240,0.2,26.877403259277344,1714,130,1000.0,3e-05,0.5648015737533569,-0.0390147116384469,0.46650390625
903.2069651300001,49.04391075968742,0.06903007,0.12777166068553925,166,1390,3.8297722548246385,286720,0.2,25.465518951416016,1721,140,1000.0,3e-05,0.9781948924064636,-0.03996452095161658,0.477734375
933.42680816,61.38253285884857,0.049991153,0.12736041843891144,177,1490,3.849624602496624,307200,0.2,26.532270431518555,1728,150,1000.0,3e-05,0.9269853830337524,-0.0415982086546137,0.435498046875
964.61003864,34.79599936008454,0.078226864,0.12689809501171112,188,1590,3.873697343468666,327680,0.2,9.99877643585205,1735,160,1000.0,3e-05,0.9765520691871643,-0.035527871010708624,0.503271484375
1013.2274666900001,55.6930954515934,0.060065657,0.12637898325920105,199,1690,3.8947570368647577,348160,0.2,26.85573959350586,1742,170,1000.0,3e-05,0.6820523738861084,-0.03125849730422488,0.429833984375
1077.52460163,33.98802303671837,0.08079646,0.12586556375026703,210,1790,3.920042560994625,368640,0.2,20.240325927734375,1750,180,1000.0,3e-05,0.5577822327613831,-0.030884304890059867,0.512255859375
1141.04897266,35.32886236310005,0.0741896,0.12521050870418549,221,1890,3.9518142610788347,389120,0.2,13.976164817810059,1757,190,1000.0,3e-05,0.4844996929168701,-0.033397541625890884,0.49853515625
1218.32393113,68.07786633968354,0.052485406,0.12483999878168106,232,1990,3.9706834718585013,409600,0.2,33.72452163696289,1764,200,1000.0,3e-05,0.7738068699836731,-0.03874139535764698,0.426123046875
1271.1218826900001,46.81558759212494,0.060728665,0.12471750378608704,242,2090,3.978355918824673,430080,0.2,27.315570831298828,1771,210,1000.0,3e-05,0.5481662750244141,-0.031091344502056018,0.47451171875
1310.62516533,50.60580027699471,0.06410506,0.12436550110578537,253,2190,3.995638817548752,450560,0.2,39.70098876953125,1778,220,1000.0,3e-05,0.5768561363220215,-0.03585233367048204,0.46611328125
1326.1982847799998,66.23205497264863,0.058237262,0.12405899167060852,263,2290,4.010185657441616,471040,0.2,38.320068359375,1785,230,1000.0,3e-05,0.5216183066368103,-0.03367052432004129,0.461669921875
1331.6733947100001,80.63232671022415,0.06249394,0.12408988922834396,274,2390,4.0075730115175245,491520,0.2,44.35321807861328,1792,240,1000.0,3e-05,0.963533341884613,-0.03016716741840355,0.485888671875
1345.49491203,51.06529096364975,0.07298014,0.12399335950613022,284,2490,4.012455630302429,512000,0.2,29.08917999267578,1799,250,1000.0,3e-05,0.5782287120819092,-0.03242098032787908,0.49482421875
1327.9930274500002,68.86504024267197,0.07516654,0.12358029931783676,294,2590,4.032320381700993,532480,0.2,39.85502624511719,1806,260,1000.0,3e-05,0.5542728304862976,-0.029198341647861524,0.5021484375
