rollout/ep_rew_mean,train/value_loss,train/approx_kl,train/std,time/fps,train/n_updates,train/entropy_loss,time/total_timesteps,train/clip_range,train/loss,time/time_elapsed,time/iterations,rollout/ep_len_mean,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/clip_fraction
-21.64883655,0.47395183579064903,0.01702156,0.13456253707408905,2894,90,3.5184252366423605,20480,0.2,0.43188750743865967,7,10,1000.0,2.5e-05,0.06527906656265259,-0.03786948362831026,0.196630859375
35.458965,15.10347077101469,0.018061554,0.13451959192752838,2793,190,3.52273284047842,40960,0.2,19.094860076904297,14,20,1000.0,2.5e-05,0.15254276990890503,-0.03587890562484972,0.181103515625
112.01689250819672,18.196405401825906,0.018964801,0.13454680144786835,2764,290,3.521100327372551,61440,0.2,18.491384506225586,22,30,1000.0,2.5e-05,0.7109884023666382,-0.03601870804268401,0.179736328125
132.30048630864198,24.129566767811774,0.024051163,0.13412456214427948,2750,390,3.540099449455738,81920,0.2,15.062492370605469,29,40,1000.0,2.5e-05,0.8153330087661743,-0.03490554532327224,0.219482421875
182.30958485000002,38.586998897790906,0.025484975,0.13368473947048187,2746,490,3.5573094695806504,102400,0.2,35.62617492675781,37,50,1000.0,2.5e-05,0.8632271885871887,-0.0404508400359191,0.27041015625
296.07885804,52.27553888559341,0.032079842,0.13308905065059662,2740,590,3.5850461974740027,122880,0.2,68.82308197021484,44,60,1000.0,2.5e-05,0.9105719327926636,-0.03880137779342476,0.30908203125
408.6196140800001,62.07282246351242,0.03325837,0.13262537121772766,2729,690,3.6063415706157684,143360,0.2,53.22829818725586,52,70,1000.0,2.5e-05,0.870128870010376,-0.03648418913071509,0.321484375
527.0729779799999,55.344379192590715,0.03500362,0.1318911463022232,2721,790,3.6389937490224837,163840,0.2,38.00718307495117,60,80,1000.0,2.5e-05,0.12055367231369019,-0.03661436644615605,0.34072265625
645.45599358,134.2314781188965,0.025993366,0.131251260638237,2716,890,3.6707770720124246,184320,0.2,133.35476684570312,67,90,1000.0,2.5e-05,0.8621839284896851,-0.03565265914949123,0.301025390625
749.0000633999999,97.64906529188156,0.02614165,0.13033457100391388,2713,990,3.710594193637371,204800,0.2,57.61606979370117,75,100,1000.0,2.5e-05,0.9067180156707764,-0.035417059474275446,0.31162109375
845.06818004,108.7767189502716,0.037283387,0.13001208007335663,2711,1090,3.72635537981987,225280,0.2,99.37435913085938,83,110,1000.0,2.5e-05,0.8628916144371033,-0.03874766412045574,0.34990234375
908.9455047799999,83.58794236183167,0.03810278,0.12938480079174042,2711,1190,3.755569799244404,245760,0.2,94.09619903564453,90,120,1000.0,2.5e-05,0.7080058455467224,-0.03476625381445046,0.38056640625
985.83556272,108.13755691051483,0.037843846,0.128814697265625,2712,1290,3.783468234539032,266240,0.2,113.88005828857422,98,130,1000.0,2.5e-05,0.7659460306167603,-0.03010550226899795,0.391748046875
1089.79917172,59.25877623558044,0.04424774,0.12817461788654327,2709,1390,3.8106711983680723,286720,0.2,49.31309509277344,105,140,1000.0,2.5e-05,0.22643715143203735,-0.031286788173019886,0.426611328125
1179.3259383399998,123.48129091262817,0.03107233,0.1275797337293625,2706,1490,3.8383575573563578,307200,0.2,156.032470703125,113,150,1000.0,2.5e-05,0.8865647912025452,-0.03976342725218274,0.312451171875
1268.3491585699999,139.28515623807908,0.039206643,0.12734360992908478,2705,1590,3.853113503754139,327680,0.2,139.83578491210938,121,160,1000.0,2.5e-05,0.7940168380737305,-0.03073463110777084,0.393798828125
1357.5968443899997,150.3864760160446,0.032320827,0.12674738466739655,2704,1690,3.878005604445934,348160,0.2,182.76492309570312,128,170,1000.0,2.5e-05,0.8047951459884644,-0.03703464185236953,0.352734375
1420.7444898299998,125.92169437408447,0.035979383,0.12643121182918549,2702,1790,3.8939483404159545,368640,0.2,95.53243255615234,136,180,1000.0,2.5e-05,0.6499236822128296,-0.02461859663890209,0.398193359375
1464.6564397900004,163.68817133903502,0.03268327,0.1258726716041565,2700,1890,3.9214413464069366,389120,0.2,158.57855224609375,144,190,1000.0,2.5e-05,0.7859894037246704,-0.03568157788249664,0.349609375
